Worst phone n worst service centres in 2 months only sim slots get damaged and service centres says need to change mother board as its not come under warranty I have to pay 6500 Plz do not recommend this phone n company to anyone while buying mobilesworst experience purchase at 11000 and now in 2months only I am not able to use,-1
Value for moneythis phone is worth buying its display,0
1Its fine but front camera is not ok rear camera is ok 2sim slot some time not ok 3heating issue availe in this mobile other this mobile good,0
Worst product and useless technicians,-1
all the options were good except cameraI suggest you to change the camera performance and spending 17 k is lot for this ,1
Very bad please dont buy,-1
over all great at this price,1
it is superb phone,1
All are Good But there is no eject pin in the box That is missing,0
Goid,0
thanx,0
The speaker is damaged and battery life is worst along with charging device So when iPhone doesnt have a useful battery and a good speaker how can you call it as his phone its just a machine its a damn machine thats it nothing else we cant call it as a phone if the worst worst and the most worst device Ive ever seen in my life,-1
Everything is equally not very good,-1
worst purchase,-1
Thank you flipkart for supporting me phone is awsm,0
Camera is not good Very poor sensors,-1
phone was god but function is oad,0
fast charging is not there,0
very good product buy excellent offer price,1
Got it for 12,0
Bad product problem only,-1
heating  brolem,0
When I purchased online this phone it unavailable offline as well at very low price,0
simply owsome,0
camera quality exclent,0
nic camera,0
camera good but battery too bad,0
Good phone bt camera is not better than vivo v5s Display is normal brightness and profamance is Good battery backup is to good  and sound system is superb no function of smart wake headphone is better I got 12990 in republic sale actual this phone is 16990 The profamance and the function of the phone is decide that the price of the phone is really 12990,1
selfie camera not good if you are looking for selfie camera,-1
Worst decision to buy this phone firstly finger print Wont work property and terrible updates from Lenovo the contact manager hangs all the time worst ui please do not buy this phone,-1
Good camera phone The battery is good,1
Good product  very fast processor  better than flagships specially touch response ultimate,1
very very good phone and very fast delivery unbelievable service ,0
very poor mobile,-1
Awesome phone,1
worst experience of buying product is not returned even after 3 attempts of making request,-1
camera quality very poor,-1
Average Performance of Camera in Low Light but day light its perfectRest the phone is worth buying,0
ex,0
et,0
best deal,1
Only good camera,1
The Worst product I bought it,-1
its so nice,1
very poor build quality very poor cemera very poor display friends never buy it,-1
I am in love with this phone,1
worth money,0
battery is not good,-1
amazing experience this phon,1
Phone is gud price alsoI have been used for half month no problem comecamera is gud same as pro camera,0
Very bad headset not in box,-1
its valuable,0
nice pise,1
super amazing phone,1
very fast delivery,0
awsm phn ,0
i lov this mob nd about battery was so good performance ,1
Thanks for the offer Very lucky,0
The phone camera is not good and the phone does not get charged even if u plug in for 3 or 4 hrs and the mobile gets switch off while watching videos,-1
Completely satisfiedwhat it displayed,0
Product is good as usual however the service from Flipkart is amazing  thanks to the team,0
One of the best phone under 15000 segment,1
It was very bad the 11th day the volte stopped working,-1
Number one,0
best phone this price,1
we find difficult in getting cell phone cover for correct size,-1
Good luck,1
Mobile heats a lot  not good,-1
Mic is very poor,-1
Beautiful mobile,1
average phone,0
warest mobile camera was very bad please take return mobile,-1
charging back up is not good,0
display not full hd,0
very suprb phone in low price,0
Excellent product by honor,1
nice phone,1
Quality not good,-1
I exchange my old mobile with f9 Flipkart gives good exchange value but at a mobile pickup time in my mobile no any issues even no scratch only small part of border line cracked then courier boy said i dont pick and said give me 1000 rupees then i pickup Very sad feeling thats time,0
Gret handset with great features Photo quality is awesome I am sure I can spend next 6 months with this,1
Nice product,1
display  quality is not good compared to this prize range segment  interface also not friendly,0
simply nice phone good camera superb disply thankyou flipcart,1
Dont buy this phoneit is very bad lot of problems,-1
Aswome Camera,0
The worst products,-1
oppo camera po,0
display and design very good camera good but i find it struggles a bit in low light but in normal indoor and daylight conditions camera performs superbly speaker is averagebut what steals the show is its full view display with water drop notch,1
good but high rate,1
some time operating system lagging,0
this product is good nice cam good battery but touch is not so good,1
game is play with low speed working,0
Battery  performance not good,-1
13,0
Phone is hanging while talking some times and one app is freezing in split window feature,0
Phone is not good dual sim not workedflipkart centre also not work,-1
product is good and safety packing,1
overall ok but finger touch is not smooth perform,0
flipkart delivery  customer support is worst,-1
Sounds quality is not good,-1
mst phone,0
very bad device stopped working in 4 months,-1
one of the best phone excellent performance long battery life and a budget friendly phone in such less price,1
Awesome in this price,1
nicee,0
weight balance is not good,-1
phone is very good but delivery boy azad is very bed bed language  use for me very bad boy,0
camera is very bad,-1
Supar,0
very very poor focus while talking videodont buy if you are asus lover,-1
Not bad but k product,1
Poor phone not enable vlote,-1
terrific,0
Not happy with this phonehanging problem,-1
only one word fabulous,0
Till Now,0
excellent thank u flip kart,1
Lenovo k6 power was terrible ,-1
Worst phone I ever bought,-1
Best product in 20k worth for money,1
tnx,0
exited with oppo f9,0
Stupid battery draining faster,-1
sounds quality poor,-1
nice good to use,1
average,0
oppof9 size so low against oppof9 pro picture quality is good,1
Not good work hanging problems,-1
Not good mobile 3mont before problem,-1
Pathetic product,-1
go for it,0
nice mobil,1
Worst experience this time,-1
Not too bad ,-1
Very worst mobile,-1
Very poor set,-1
earphone is not opp,0
Great phone with mind boggling discounted price,1
Very nice lphone i got this phone only for 12999,1
screen mirroring of hot star and jio tv gives black screen google map not finding correct location,0
Its very bad and photo edit option are not available and gallery aap is not available,-1
Dont buy this fonwaist of moneyone of the worst fon,-1
this cemra so much good and batter life a long day,0
This is the worst mobile phone totally money wastage phone because it hangs many times  in a day and heating problem occurs during call and during  charging the mobile I m very very disappointed after taking this product,-1
Perfact mobile I got from 12990,0
superb,1
Worth buying,0
Awesome product and quick delivery,1
slow,0
Camera is very poor look like 5 mp rear camera Very bad experiance,-1
phone is good   but let me tell you  Flipkart and the delivery experience can be pathetic my product was lying at the nearest hub for 8 days with no delivery being attempted despite me following up every single day finally I had to go and pick up the product on 8th day customer disservice inexperts are crazy group of people at flipkart they just dont know anything and do nothing to help a worried anxious customer,0
F9 ultimate budget phone for everyone I purchased in republic day sale at reasonable cost It is stylish mobile for womens Battery and camera is super Hi sound clearance speakers,0
NYC mobile,0
Front camera is not good,-1
My device was very bad working,-1
Worst,-1
Ultimate phone Bought it for 14000 during BBD,0
Very worst mobile No part work properly and no good service,-1
just Wow,0
great phone go for it best mid range phone superb exchange policy and service by Flipkart,1
its awesome deal provided by flipcart seller thanks for getting me done with the best deal,1
average phone l have used mi phone those are far better than oppo f9 mis features are much better l must say that I dont like oppo,0
good work,1
good deal with exchange  but dont buy with real price,1
great deal thanks flipkart,1
value for money product,0
Amazing Product,1
poor metireal,-1
I am purchase only on 11,0
product is gud  and the service of flip kart and the delivery guy including the whole staff  at the centre hub was so humble  and ready to  help you  any time,0
yery good,1
Amazing phone Amazing camera value for money,1
its nicebut same type of phone I saw as Realme oppo of price 10500 RSIAM not getting the difference between oppo f9  price  nearly 19000 and Realme oppo,0
my Gift,0
good Product,1
I ordered this lenovo k6 power and recieved it today but unfortunately the mobile charger is not working i want to return this charger,-1
good phone at smart priice it smooth working and good camera quality with valuable battry backupcomplete entertainment pkg,1
Superb ,1
This phone is designed for those who does not like their face Over beautification in camera Camera lags This phone does not justify its cost,0
nicephone,0
Pathetic Device This phone has severe microphone problem I returned and got a new one too Even then,-1
Camera quality is not good Only selfie pics are good Back camera clarity is v poor Rest features are good,0
Good products owasim deel less prise pesa vsul,0
Very very worst product,-1
Charger is not working after 1 month worst charger,-1
just good not outstanding while video calling camera becomes so poor but while using directly its good,0
Worst phone my value for money camera every poor met no Speed not working like a 4g phone,-1
Worst from Lenovo,-1
overall a cool,0
Very bad product system is very slow work,-1
Value for this range,0
Its not a good,-1
what a mobile ,0
Crystal clear display,0
good mobilevunder 13000  but delivery is very late 8day,0
Camera review was not good in day and night both,-1
Really feels like premium phonepreviously i have negative opinion on oppo brand but after using this i am feeling regret to oppoExcellent camera,0
 battery is not upto that level,0
worst mobiledont waste your money no battery backup at all very bad disply,-1
jj,0
it was very good for that price range value for money,1
Worse phone ever I am using there huge problem phone is automatic switch off on daily basis during phone call,0
in oppo f9 mobile Ram 4gb but actually use 15 gb its unfair,0
best phone,1
After 1day experience camera,0
Good Phone price is high but not too much high it is good phone i am happy,1
best phone thank you Flipkart,1
Niccc,0
Listener is unable to get your voice,-1
plz give update for camera,0
just ok,1
No flash frant camera and rear camera picture quality poor,-1
best price best product,1
Very bad front camera is not picture quality,-1
got this phone in14k in exchange,0
very bad dont buy this product camera very bad not get 48mp,-1
nice mobile,1
satisfaction,0
Good product ,1
phone is overall veary good and fast gameing,0
Exllent product and quick delivery by flipcart,1
Very pathetic mobile,-1
awsome,0
Worst mobile Ive used ever,-1
Price is very you dont buy,0
Value for money but Camera quality is disappointing a little bit,-1
Not a good mobile bigad diya mobile,-1
Awesome Back camera along with front one,1
nice phone I bought it in republic day sale at 12990 and extra 10 off on sbi card so its a steal at that price great phone nice performance no lags,1
good product ,1
display not good ,-1
its totally bad mobile need replacement,-1
Very bad mobail,-1
OPPO f9 mobile i,0
I like it,0
got this beauty for just 11,0
There is no proper portrait mode in Camera,0
Very bad speaker s,-1
front camra waste as oppo is selfi phone battery great like this ph  but,0
Above average productWith worst service from lenovo  Receiver problem 4 times In 3 months,-1
Very bad product recievedoverheating,-1
I am buying this oppo f9 jast amt11700 only,0
Poor camera quality,-1
worst product purchased from flipkartsoundless phone,-1
awesome products,1
Osm product,0
Worst pho e from Lenovo I am cheated by Lenovo Nothing works I thought it is due to Android OS 6 but when I updated it to Nougat it  stopped unlocking my phone and requires 3050 seconds to do it using hardware power key I need a return of this buggy product,-1
wow osssm phone,0
Bad produt flipkart,-1
Good1,0
nice phone look is awesum brought black one  but I think purple would b a better choice,0
Very good ram,1
Not happy this product ,-1
product is quite good if u have bought in big billion days or sale  same as real me 2 pro just a brand advertisement money extra  anyways I bought it in big billion days and I exchanged a phone so it was worth it,0
thanks for giving such wonderful mobile in my life,1
Bad product,-1
very worst product,-1
Oppo f9is superb but the battery level is average,1
Front cameraportrait option not available front cam average back came awesome selfi users dont like this phone,0
this is the best mobile in mid range  Its screen is large with almost no chin makes it beautiful,1
I bought it 20 days before It was fine for 10 days but now it has heating issues Even when Im doing text only,0
crevice very bad,-1
worst product dispatch to customer,-1
Very poor visibility,-1
okay product,1
this phone is one of the lenovos worst phone ever i bought this phone 2 month ago after some day the phones speaker dosent  work and outgoing call voice is never gone If u want to plan buy this phone please read my review and dont buy this phone,-1
Delivered too fast,0
Value for  money,0
Worst phone lagging too much after updating to N,-1
Very bad mobile,-1
Good but not best,0
mic issue worst experience,-1
too bad,-1
Nice mobile cam was gud both front and back battery was decent,0
Game performance is not good Would have been nice if it comes with snapdragon,0
best product in this range  camera is super OK,1
Useless phone starts heating,-1
Totally waste of money product,0
Awsm product at 12999,0
Everything is fine except of the delivery,1
best mobile in 12000,1
Nice performance,1
First I received mobile was not sealed pack n headphones were missing but Flipkart great service  replaced the mobile with sealed pack one n everything was there But it should not have been this manner we purchased on faith If in this process seller send the product next we will think twice before ordering Please look after it Flipkart,0
After 3days usage  I am not that proper satisfied with F9 1 Slowmotion video quality is really terrible For 20k price we should expect good quality 2 Its not wide angel selfie camera and you cannot click pics with finger print scanner 3 In day and night light u get good picture quality  4 Performance is OK and do not see any hanging problem yet but expect little warm while charging with internet on  5 Snapdragon is always better than octacore processor as per my experience 6,0
amazing    happy to use,1
Awasome,0
I got this phone for 9k after exchange in the republic day sale It looks better than most of the other phones in 20k price group It has decent camera However,0
camera very slow,-1
Product was broken,-1
no charging indicator ,0
excellent mobile,1
flipkart you irritated me,0
Not good phone  Hanging problems Dont buy this phone ,-1
awesome phone thanks oppo,1
NICE MOBILE,1
One of the best camera phone among this range,1
Excellent mobile with  vivid display and I got  best price in BBD sale with exchange offer battery lasts one day and camera also best,1
nic one,0
good phone  direct video call not good quality,0
value money,0
awesome phone,1
OK mobile not good,0
osm look  performance,0
vry very bad product display problem,-1
camera is not very good overall performance is good u  can buy this phone but wait for the decrease in prices,0
Not good product,-1
This is the worst phone I have ever used,-1
Bad phone dont buy,-1
Front camera is worst other wise mobile is good,0
63 inch mobile is no way mobile is small,0
Sirra mobile,0
bad performance,-1
Value for money not great product,-1
good performance for all features,1
laggy phone,0
Dont buy  lenovo k6 Very worst product speaker,-1
The phone started switching off all by itself after just 1 month of usagehorrible productdont bother buying such a thing,0
worst phonecamera quality was gud but not batterymuch heating problemprocessing also slow,-1
camera bad but speaker quality very very bad unexpected,-1
Bad quality phone,-1
Semma mobile,0
Quality is poor and smells bad,-1
some apps suddenly closesBattery is average No stabilization  is found in video camerano fast charge is available after update Not value for money bokeh effect does not work properly,0
Very bad performance and in this phone  jio baar code is initially used and slow fingerprint sensor,-1
thanks flipkart  oppo,0
Not good what we expect and the courier service,-1
this phone is exelent,0
Good phone value for price,1
Best mobile,1
Good product Value for d money,1
super camera,1
after using some time it is getting hot and some sensation feeling on the hand battery will drain fast  like u have to charge 2 times in one day,0
Dont buy this phone instead you can byluy real me 2pro That phone has all the sabme features as this phone with better processor In fact you will get better phone in less price than this phone ,0
Superb Phone yaar,1
Its very weak product,-1
face unlock detection is week other things are too good,0
osm mobile,0
Nice phone thanx flipkart,1
camera quality is too good,1
Overall sounds quantity is bad,-1
osm phn,0
Very bad phone It gets heated up within few minutes Ram is of no use,-1
Very very super ,1
Everything is adjustable but loud speaker quality uttar worst quality like damaged speaker,-1
great phone its been 20 days its working awsome,1
R d verma,0
Absolutely beast and camera is just awesomevalue for money smartphonelow light photos samples are just aweosmecheck it out,0
I am buy it just 12990 just ossam,0
jabar10 mobile,0
Awsome Selfi Loved it,1
Should focus on performance not on Features,0
8GB phone is of same rate  you ppl should hv kept some low price of this phone ,0
best phone in 12999,1
it is hanging  very slow response,-1
Its so good performance,1
Mobile is too good My five star rating is only for the mobile                                                                  Exchange process is very bad  even though my old mobile was working good which had zero damages  I felt like they need very new mobile out of the box for exchange  terrible experience                                          I request you please make some changes regarding exchange  its not the old flipkart experience anymore,0
Its awesome phone i have been using it from more than 8days  it perfectly stands out in all aspects of uses,1
ok,1
Its better smartphone but not best,0
Battery life is very bad,-1
Front camera is better than rear,1
very nice mobile,1
pathetic phone,-1
Nicely phone,1
awesome pic,1
it is worst phone that I use in my life never purchased this phone its quality is very bad and performance is very disappointed  me it is not a value for money photo,-1
gud product,0
superrrrrr phone,0
Nc,0
This is worst product It has very bad mic another one cannot hear what I  saying  It is tottaly waste of money and Flipkart executive will also not respond to your problem it same happen to me also they will talk in rude way to you If you dont believe go on my Twitter account ankitta3123,-1
osm display and I like water drop notch display  battery performance is good  and it gives comfortable while Playing pubg and overall good phone fr tht price ,1
awesome experience,1
worst bear phone,-1
mobile heating,0
Mobile all ok but front camera do not better,0
Headphones are too weak ,-1
classic look battery back up is good faster processor solid camera good if they have provided 20w charger,0
Battery life is very poor,-1
Bad product not support to video call,-1
Im writing the review after nearly two months of usage Im really concerned about the touch response of this phone Its really not upto the mark as it is slow sluggish compered to others and the touch on the display is not so accurate U have to struggle to get a response while typingtouching extreme bottom corners or trying to change alphanumeric or vice versa I have downloaded and tried to play chain reaction game which requires accurate touch response while filling up the boxes bu,0
network issu alot but no one help in flipkart bad experince  bad commitment,-1
very goofd,0
Everything is good only battery should be 4000 mAh,1
Everything is good exceptional battery,1
good mobile,1
Lenovo K6 power very slow functioning very slow response working condition too slow,-1
good nic co,1
attractive look and design is superb Processor is very fast and camera is excellent Battery backup is good Overall rating  95 out of 10,1
Great product by Opportunity,1
Multi tasking performance is good but it failed the camera performanceWorst camera at this price segment of 17kI got the product in 3 days but the earphone was missingWorst experience with Flipkart this time,0
very bad mobile ,-1
My phone is defective continue heating please refund my money or exchange the device,0
SuperbReally,0
Phone always goes to hangout Very bad,-1
phone is good but complaint against wishmaster,0
very very bad quality,-1
great phone ever purchased,1
Very poor quality product dont buy it,-1
it is good but price is morein the same sepecigications realme 2 pro price is less,0
realy owsam,0
It is osm bt only batree problem charge problem,0
Thanks flipkart and flashtack retail,0
Budgeted Phone  good  for rough use  Not have much features But one problem is in my phone that Apps are not downloading from play store properly by using Mobile Data ,0
good mobile but is little bit high,0
bettery backup is very bad,-1
Very very worst phone Dont buy,-1
Poor hardware,-1
I buyed this phone 4 months ago its is heating terribly,-1
dnt buy this very bad,-1
worth for moneyno hanging no heatnice performance,0
Camera low evrege,0
very good phone,1
suprbb,0
Worst phone in this range,-1
After one month Display is good,1
Very bad producy,-1
This product very bad mic problems,-1
I am not happy with battery back up,0
supar,0
Great,1
its both 4g sim is not working properly and gets too much hanging issue,0
Great Phone,1
thanks for delivery before one day,0
Not a good phone Heating problem,-1
Worst than ever never buy anything from flipkart,-1
I am not happy with lenova,-1
Mobile was not good ,-1
flipkart good exchange mobile policy,1
Gajab mobile bindas camera,0
Value 4 money,0
I am not satisfied,0
Not bad but processor of this phone is not Good uc browser always stop working  auto shutdown camera is Good battery is average from my opinion phone is not bad for this price range suggestion for buyers if possible then go to Redmi Note pro seriesThank you,0
Phone very slow,-1
good but camera quality not as expected,0
thanks flipkart to amizing offers,0
Marvellous Product,0
Poor Camera Quality,-1
very poor display and very poor torch,-1
Little disappointment in terms of front camera,-1
Wow fabulous mobile phone and very quick delivery,0
undoubtedly good mobile,1
Good Product,1
Excellent mobile In all aspects,1
very slow ,-1
Amazing phone always been fan of Honor even my last phone Honor 6x has survived Water full of bucket,0
The worst,-1
heppy Holi I love filpkart,1
Worst pl dont buy waste of money,-1
Camera quality is not good,-1
Disappointed with Lenovo ,-1
worst phone in my life,-1
Whenever I try to install an app it doesnt installs imediately but it installs whenever it wants,0
Very bad phone Mike is not working,-1
correct price,0
After 15 days it will be hanging problem very bad performance,-1
Phone is very slow and sometimes touch screen stops working Started facing problems within a week of purchase,-1
bad camera,-1
Very bad response I dont marketing in next time for Flipkart shopping,-1
I am having a problem with this phone I think the speakers are not working properly ringtone and media volume is too slow want to replace asap,0
This product is worst do no not by this mobile pl,-1
No battery  pickup,0
No happy lenovo k6 pawer mobile,-1
nice product,1
Great mobile and got it in 25 hours,1
worst,-1
Nice phone and got a good deal in Flipkart,1
l oppo charger 5v2A which is very disappointing and I am not happy with the problem every time,-1
fab,0
nice phone however not happy with the provided earphone as its not working properly Already highlighted the same to flipkart support awaiting for response,0
Dear friends,0
lenovo is unable to fix issue of Draw over App Conflicts between the installed App,-1
Mic is not working properly worst product,-1
If you not pubg lover then believe this phone is best for you in budget with great camera and overall performance,1
Worthless phone DO NOT BUY IT You will refer buying this product just as I am trying it now,-1
not good over heating,-1
Pathetic phoneissue in mic with almost every piecegot repaired at service center still problem persist dont buy it,-1
front camera quality very bad,-1
I got good deal thx flipkart,1
good but not a best one,0
camera quality very bad,-1
Average performance,0
works like charm,0
Value for MONEY,0
superb and value of money,1
overall excellent phone and performance of this phone thank you flipkart given for quick and fast service Happy with this product I like this phones look and design,1
Thnx flipkart,0
overall good product but price is too high,0
contact import export option missing,0
no words about this phone best phone I ever purchased,1
Yes I like it but It was my bad luck for buying it earlier If I would wait for 10 days I could save 4000 more I Baught it for rupees 16999 and now its 12999 on Flipkart,0
Battery getting drain very fast,0
Poor miclow volume phone gets heated on using,-1
RAM management is not good,-1
good phone but f9pro is better,1
Very poor battery backup,-1
Worst camera clarity,-1
superb phone,1
amazing value for money,1
i got this phone at 11k in BB daysexcellent phone,0
fully satisfied with this purchase Camera is good,1
Camera is good Processor is little disappointingbattery life is less display quality just ok,0
Excellent  oppo f9 mobile,1
Nice phone with great offerThanks Flipkart,1
worth in this much of amount,0
All is well in this phone,0
in this price very good,1
do  not purchase it,0
Very Bad after 12hrs it switched off and doesnt on,-1
Worst phone Dont buy,-1
bad sealer,-1
Worst quality in Mike and interrupt in call hanging Some times touch option also delay,-1
Given the defective piece Camera quality was very bad,-1
Very very upset about the product Network reception quality is very bad Touch screen sensitivity is very very poor Overall very poor quality of phone comparison to price,-1
oppo f9 provided best services,1
Very bad i received by damaged product2nd sim not working,-1
godd phone for this price range the phone is heating,0
ossom pruduct,0
OPPO is brand known for camera phones,0
4999best in class,0
The phone is awesome for playing games and all it doesnt get heat and too it doesnt lack whaile playing PUBG and others high graphic games,1
Worth every penny,0
worst mobile stopped  working after 6 months very hard to find authorized service station and Lenovo service centre employees  will treat you like beggars,-1
wifi connectivity is pooe,0
operating system  is not good,-1
Purchase it at 12000,0
Worst phone I ever had,-1
Fast delivery by Flipkart and mobile front camera is good bust back camera is not good Thank you,0
camera quality and everything is best and thanks for flipkart supporting group for allowing me to exchange my old phone at reasonable price  so everyone must go for this phone compared to xaomi MI phone And highly thanks to the wishmaster for delivery,0
The worst phn i have used in my life,-1
Charger is so bad only after  2 month charg er corrupted born out and headphones so erratating practice,-1
seller sells second hand products,0
Nice mobile unexpected featuresgood product,1
Terific Value for money,0
No fast charger in the box Front camera in indoors is so bad,-1
Thanks flipkart,0
exchange policy of fljpkart is so pathetic,-1
Osm phone ,0
outstanding performance,1
Camera problems not good,-1
Camera is very good Battery back up is also good Only not happy with 1 thing there is no flash in front camera Overall very good with camera,0
camera super display as well,1
Worst experience i would not recommend anyone else to buy any product from Flipkart,-1
All good but the negative point is its used model,0
awsm product,0
its performance is very low,0
Supper,0
Front camera verry bad,-1
Sooooo nice mobile,1
Overall a nice deal,0
Not able to download anything from play store even after replacement Worst mobile,-1
Really superb phone i like it and love it,1
Snap click very long time bad,-1
Phone heats a lot while charging even when in purse after complaint not ready to refund it worst phone pl pl pl pl dnt buy it,-1
So,0
bad hang problem,-1
The game changer woww,-1
Oswam Huawei Honor 8X is best mobile in Budget super powerful mobile no issue this mobile phone Quality is very very Hot,1
Awesome and nearly going to be 1 year,1
Not good buy redmi note 4,-1
has a serious software issue with camera and photos app pics keep getting deleted automatically,-1
got this phone 12990,0
worth the money,0
Ausome product in low price,0
Worst microphone,-1
Awesome product Dnt hesitate to buy oppo f9,1
suupprrbb product,0
Good experience,1
Though a capable midranger from a hardware standpoint,0
Phone exelent but not fast,0
selfi camera is poor,-1
overall good,1
pretty slow phone and plastic body,0
Pathetic phone I bought it on 6 March from that day it has given me so much of trouble  Lenovo sucks,-1
Oppo is oppo,0
Voice clarity is not good,-1
Vgood product,0
Worst phone and worst experience with flipkart,-1
flipkart and seller service behavior very bad,-1
i got it for 13000 on independence sale value for money,0
my items delivered thank u flipkart,0
worst experience  mother board gone within 6 months,-1
okay,1
Worst product Mob overheated and battery failure within 7 months,-1
Disappointed with audio performance and software issues,-1
I like OPPO F9and very much thankful to delivery  boy corporate with my communication late hour as I format  my exchange mobile and was facing problems with not having if delivery  not get on time ,0
Phone quality is very poor,-1
Microphone problem worst quality,-1
Battery not working properly now,0
Worst experience dont buy fully hanging problem,-1
phone is very awesome,1
its camera and performance is not good,-1
not best in range,-1
some minor issues and its ram management is to bad,-1
first of all thanks to flip kart,0
suparb phone,0
thank to flipkart,0
Gud phone at these price point,0
Mic is bad,-1
very bad mobile dont purchase,-1
phone is not so good as expected it hangs a little from very first day and responds slow i think not a value for money,0
Battery backup is not good,-1
Just as Nokia opens up from the bottom up the app,0
gps is not good,-1
dont buy this phone,0
the adapter was not working,0
Worst product Just after 20days of buying touch didnt work,-1
product is good    but     Worst experence from flipkart courieer executiveThe executive was  unprofessional and uninformed about the exchange process of old mobileHe behaved like he came to picked up  new mobile from me,0
overall good bt battery backup is not good,0
Its too poor stability of screen,-1
nice handset in this range,1
goof,0
good,1
Features are only on paper Worst performance Not recommend,-1
Beautiful look,1
Bad,-1
must miss oppo f9,0
Camera is awsm,0
for 13k this is greatrecomended if getting in this price point,0
Super Smart Feature  ,0
worst thing ever,-1
Mobile is not good heating problam is this mobile,-1
automatically come back to home screen after a minute of net surfing,0
display is slightly bad,-1
Battery Problem,0
The mobile looks very slim and comfortable for you longer battery life worth buying Value for money Thank you Flipkart,0
Thanks,0
Good Phone But the front camera have no portrait mode,1
I think why am I use this phone which is fully worst and useless think of It is for all devices belong to,-1
OPPO PHONE IS GOOD OTHER PHONE,0
Voice calls are not audible while making calls Call quality is not good in this phone,-1
good performance worth price battery drain little fast,0
Ultimate Mobile,0
Phone are much more hyped I feel it is not that good Screen are just OK Performance is quite fine Rear camera image quality are dissatisfied Detail is missing Front camera AI over beautification are added And as usual Big dumbs down for proprietary COLOR OS I think all Chinese smartphone players see borrowing each other OS themes and Modifing little some icons,0
Camera resolution is poor,-1
nice product happy with this,1
best performance superb  ,1
Excellent Mobile jhakkas Pictures quality fadu pis,1
Very bad speaker for talk  because it is have back side of the phone,-1
Ive been using this phone past 3 months,0
I love it Super phone  from oppo,1
Camera is very bad just like 5mp,-1
Super performance and good quality and super camera ,1
Thinking buy just press back button,0
Good phone,1
I have bought this from flipcart offer At rupees 12990 All is the best but camera quality is not good,0
Super Product,1
gajab awesome nice,1
mast mobile,0
he very nice phone,1
Charger is not good condition,-1
Performance of the mobile is very poor Phone is getting hanged,-1
asm,0
Value for money,0
Fantastic,1
Back camara poor in night,0
SIM slot is not good,-1
Aswome phone,0
nice picture,1
Nice Mobile and working fine,1
Perfect Thanks ,1
very bad camera result,-1
very nic,0
i got it in 9000 during diwali salei got 9000 on exchange of my samsung on8so it was a gud dealn phone is also awesumno any issue till now,0
terrible screen flickering problem in low brighnrss very disappointed didnt expected ,-1
value for moneysuper,0
finger print  us bot working,0
Mobile is very good liking Nd camera is fantastic,1
BAD ENVIRONMENT,-1
wonderful,1
Looks910  Weight910  Display1010  RAM management710  Battery Life1010  Camera1010 Based on the last two this is the ratings from me,0
Brightness is very dull,-1
The earpiece is not working properly  Whenever someone talks,0
very very worst,-1
Bad Hanging problem ,-1
awesome mobile i love  this phone very mucheverything good like battery,1
Very bad product Worst produc i had buyed in my lifee,-1
Not Good,-1
Good display,1
Got in first sale,0
every time it get hangged worth to buy the products of oppo,0
Google play service is not in this phone and dual space,0
mobile overall is good but problem is delivery b4 our time so plz flipkart when u fix the date same date provided material thats sit  because I am expected same date but u provided b4 I am not available that time so I call my cousin brother he receive mobile ,0
Very Bad mobile battery is too  bad Dont buy any lenovo mobile,-1
wow i baught it in only 12990 after 1213hrs the price become 16990,0
Very very bad mobil hitting  problem,-1
Good mobile camera not perfect,0
good back cameraavg selfie camerabattery backup good,1
Performance very slow,-1
Supper camera,0
It has network reception problem I have tried three different service provider In every service it has network problem Even speaker voice is also bad,-1
company has not given replacement behalf of faulty device,0
value for money,0
It is not good,-1
owsame,0
very bad by xiaomi,-1
fully failure model,0
nyc camera and looks,0
Very worst mobile Facing mic problem even after service Dont go with this mobile,-1
very goo prfomence,0
Got dull quality display phone when comparing with other k6 power then i realize my phone display is very dull quality and not good brightness level Sorry this time i am frustrated with quality of lenovo phone And also phone is out of warranty Just one month ago purchased phone from flipkart is out of warranty now Just think about it flipkart You doesnt care about your customer,-1
A VERY VERY VERY GOOD PHONE F9 r awsome mobile  in this price because of Filpcart full to credit of you filpcart             A BIG THANKU Filpcart such a india  largest sellar of You Thanku so much,0
Good handy phone with great  display Very good battery back up Performance is good and has got 64 GB storage Price is a bit high considering 6gb 128 GB phones  are available  in market,1
thanks too flipcard,0
Actual  Price of this Mobile 16999,0
useless,-1
Phone is good but camera is not goodI am highly disappointed with the service of EXCHANGE THERE WAS A SIMPLE SCRATCH IN THE BASE OF MY PHONE,0
Nyc Unbelievable,0
thanks for Flipcakd,0
does it have phone sensor,0
best mobile i bought in 11500  jabardast oppo f9 after 10 days uses,1
ph is gud bt range is high,0
The best camera phone manufacturer in the world,1
Redmi Note 7 pro is the worst of all Redmi series I have been using both Redmi note 5 pro and also bought Redmi note 6 pro on the first day itself The battery performance is worst and the cameraFront quality is a big disappointment Let me start with battery I will compare it with Redmi note 6 Pro Redmi note 6 pro minimum temperature even in this summer is 25 degrees and max of 32 degrees with background running apps on the other hand,-1
useless product dont buy,-1
Got in first sale only  Thank you Mi for such a good phone  Just loving it  ,0
Its a good product,1
Camera not good,-1
Worth of money,0
The phone have poor call quality The speakers and microphone set is not up to standards I brought 2 sets,-1
Worst phone I hv used ever,-1
worth of moneygo for motorola one,0
I loved the phone but battery charging is very slow,0
Very poor quality I ordered this phone Since i had to ship to my friend,-1
